id,name,assoc_names,original_langauge,authors,genres,tags,start_year,licensed,original_publisher,english_publisher,complete_original,chapters_original_current,complete_translated,chapter_latest_translated,release_freq,activity_week_rank,activity_month_rank,activity_all_time_rank,on_reading_lists,reading_list_month_rank,reading_list_all_time_rank,rating,rating_votes,related_series_ids,recommended_series_ids,recommendation_list_ids
17146,The Secret of the Seal,['六欲仙缘'],chinese,"['dancer flies in excitement', '飞舞激扬']","['action', 'adventure', 'comedy', 'fantasy', 'harem', 'martial arts', 'xianxia']","['calm protagonist', 'genius protagonist', 'handsome male lead', 'hard-working protagonist', 'honest protagonist', 'male protagonist', 'marriage', 'overpowered protagonist', 'past plays a big role', 'protagonist strong from the start', 'romantic subplot', 'skill creation', 'strong to stronger']",2012,True,tadu,,True,2379 chapters,False,c244,32.8,2000,5177,2403,760,5342,3496,3.3,50,,"[19937, 6842]",
18474,A Sequel for the Villainess?,"['Zokuhen demo Akuyaku Reijou ?', '続編でも悪役令嬢？']",japanese,['shiki'],"['comedy', 'fantasy', 'romance', 'shoujo']","['aristocracy', 'arrogant characters', 'broken engagement', 'female protagonist', 'hidden abilities', 'hiding true identity', 'magic', 'nobles', 'otome game', 'politics', 'royalty', 'villainess noble girls']",2016,False,syosetu,,True,22 chapters,,c22,8.3,678,791,1370,2016,1352,1888,2.0,152,,"[13496, 19924, 6130, 4190, 18891]","[9709, 8589, 6600, 5560, 3561]"
18945,Killing Gods,"['KG', 'Zhanshen', '斩神']",chinese,"['yiji juechen', '一骑绝尘']","['action', 'adventure', 'fantasy', 'harem', 'martial arts', 'wuxia', 'xuanhuan']","['alchemy', 'clever protagonist', 'comedic undertone', 'cultivation', 'cunning protagonist', 'fast learner', 'gate to another world', 'male protagonist', 'military', 'multiple realms', 'nobles', 'polygamy', 'revenge', 'romantic subplot', 'royalty', 'shameless protagonist', 'thieves', 'transported to another world', 'weak to strong']",2016,True,tadu,,True,530 chapters,False,c119,32.9,2000,2000,2970,578,5574,4006,3.5,31,,,
18404,Otome Game no Akuyaku Reijou o Tanoshimitai!,"['I want to enjoy being a villainess', '乙女ゲームの悪役令嬢を楽しみたい！']",japanese,"['hanano ribo', '花野リボ']","['comedy', 'fantasy', 'romance', 'school life', 'shoujo']","['age progression', 'engagement', 'female protagonist', 'handsome male lead', 'heartwarming', 'magic', 'otome game', 'reincarnation', 'reverse harem', 'villainess noble girls']",2017,False,syosetu,,True,62 chapters,False,c11,57.3,3777,4289,2580,1480,2363,2419,3.5,59,,"[635, 18891, 18426, 19924]","[9208, 7719, 5561]"
19139,Supernatural Monetary System,"['SMS', '超级金钱系统']",chinese,"['yiren qianjun', '一人千军']","['action', 'adventure', 'comedy', 'fantasy', 'martial arts', 'supernatural', 'xuanhuan']","['business management', 'cultivation', 'fantasy world', 'fast cultivation', 'fast learner', 'game elements', 'genius protagonist', 'immortals', 'level system', 'male protagonist', 'modern day', 'multiple realms', 'mysterious past', 'schemes and conspiracies', 'special abilities', 'transported to another world', 'weak to strong']",2018,True,tadu,,True,512 chapters,False,c105,32.9,2000,3602,3212,573,5712,4015,3.0,42,,,[1510]
19678,Sword Whisperer,"['SW', '칼의 목소리가 보여']",korean,['양치기자리'],"['action', 'fantasy', 'martial arts']","['chuunibyou', 'male protagonist', 'sword wielder']",,,munpia,,False,107 chapters,False,c16,253.0,2000,2000,4521,342,3365,4831,3.8,26,,,
17152,The Skyrider,['凌天至尊'],chinese,"['chen xiaobai', '辰小白']","['action', 'adventure', 'comedy', 'fantasy', 'martial arts', 'xuanhuan']","['game elements', 'gate to another world', 'genius protagonist', 'hard-working protagonist', 'male protagonist', 'romantic subplot', 'skill creation', 'transmigration', 'transported to another world', 'weak to strong']",2017,True,tadu,,False,1433 chapters,False,c203,32.9,4469,4576,2295,784,5224,3445,2.8,57,,"[12384, 6661, 9072, 9810, 10628]",
20971,God of Money,['돈의 신'],korean,['sokin'],"['mature', 'psychological', 'slice of life', 'tragedy']","['betrayal', 'blackmail', 'business management', 'businessmen', 'calm protagonist', 'celebrities', 'charismatic protagonist', 'cheats', 'economics', 'leadership', 'male protagonist', 'modern day', 'money grubber', 'past plays a big role', 'personality changes', 'poor to rich', 'programmer', 'revenge', 'ruthless protagonist', 'second chance', 'tragic past', 'underestimated protagonist', 'unrequited love', 'wealthy characters']",2018,True,munpia,webnovel,True,203 chapters,,c36,5.3,4469,3241,3004,464,6702,4325,3.8,59,,"[15752, 12698, 6692, 5433, 17344, 21608]","[9647, 2440, 1720, 1693, 408]"
18087,Kakuriyo no Yadomeshi,"['Kakuriyo: Bed and Breakfast for Spirits', 'Kakuriyo no Yadomeshi: Ayakashi Oyado ni Yomeiri Shimasu.', 'かくりよの宿飯', 'かくりよの宿飯 あやかしお宿に嫁入りします。']",japanese,['midori yuma'],"['fantasy', 'romance', 'shoujo', 'slice of life', 'supernatural']","['adapted to anime', 'adapted to manga', 'cooking', 'debts', 'female protagonist', 'handsome male lead', 'past plays a big role', 'slow romance', 'youkai']",2015,False,fujimi shobo,,False,8 volumes,False,v1c4,134.8,2000,2000,5200,528,5714,4122,4.1,12,,,
14706,Masculine Puppy,['나의 수컷 강아지'],korean,"['chun ji hae', '천지혜']","['comedy', 'romance', 'supernatural']","['female protagonist', 'modern day', 'transformation ability', 'werebeasts']",2017,False,naver,,False,,False,c11,82.4,2000,2000,4603,481,4461,4264,3.7,27,,"[15122, 21927]",[287]
12940,"True Or False? ~ Love Game? No, I Will Not Participate In The Competition",['True or False? ～ 恋愛ゲーム？いいえ、参戦致しません'],japanese,"['kuji yuuki', '久條\u3000ユウキ']","['drama', 'romance', 'shoujo']","['bloodlines', 'broken engagement', 'calm protagonist', 'cautious protagonist', 'clever protagonist', 'female protagonist', 'handsome male lead', 'modern day', 'otome game', 'politics', 'siblings not related by blood', 'villainess noble girls']",2016,False,syosetu,,True,20 chapters,False,c7,145.6,2227,2767,2793,1641,2817,2248,3.9,60,,"[8588, 10004, 8122, 9196, 8007, 12628]","[8589, 3243, 2415, 2376]"
4776,Two Ex-Husbands On One Stage,"['Hai ông chồng cũ một vở diễn', '两只前夫一台戏']",chinese,"['dian xian', '电线']","['comedy', 'historical', 'josei', 'romance']","['ancient china', 'beautiful female lead', 'clever protagonist', 'dense protagonist', 'female protagonist', 'handsome male lead', 'love interest falls in love first', 'politics', 'second chance', 'strong love interests']",,False,jjwxc,,True,56,False,c14,37.7,3441,4276,3539,755,5140,3514,4.4,50,,"[8074, 2151, 3729, 4423, 8275, 9141]","[5096, 3099, 2984]"
426,Zombie Master,['ゾンビ・マスター'],japanese,['black rabbit'],"['adult', 'adventure', 'ecchi', 'harem', 'mature', 'seinen', 'smut', 'supernatural']","['an*l', 'apocalypse', 'beautiful female lead', 'cheats', 'first-time intercourse', 'f*llatio', 'gore', 'incest', 'loli', 'lolicon', 'male protagonist', 'mind control', 'perverted protagonist', 'r-18', 'r*pe', 'slaves', 'zombies']",2015,False,syosetu,,False,41 chapters,False,c41,103.3,2043,2634,1551,3369,1247,1068,3.5,138,,"[6253, 1086, 2936, 9692, 6493, 5732]","[6280, 209]"
12097,Dark Magician as a Hero,"[""Although I’m a Wizard with a Dark Attribute, I became a Hero Somehow ~ I Think I'll Try My Best So That My Wives Can Live a Good Life Anyways~"", 'Busy Wizard: This Warlock Just Wants to Provide for his Wives!', 'Yami zokusei no mahōtsukaidaga, naze ka yūsha ni natte shimatta ~ sore wa tomokaku yome ni ī kurashi o sa seru tame ni ganbatte nariagarou to omou ~', '闇属性の魔法使いだが、なぜか勇者になってしまった ～それはともかく嫁にいい暮らしをさせるために頑張って成り上がろうと思う～']",japanese,"['sun tuna scallop', 'サンマグロシホタテ']","['adult', 'fantasy', 'harem', 'mature', 'romance', 'supernatural']","['curses', 'early romance', 'first-time intercourse', 'goddesses', 'kingdoms', 'magic', 'male protagonist', 'monsters', 'multiple pov', 'perverted protagonist', 'polygamy', 'r-18', 'slaves', 'strong love interests', 'wealthy characters']",,True,king novels,sol press,False,85 chapters,False,v1c4 part1,71.1,2510,2355,1443,4641,1464,693,4.0,145,,"[277, 20312, 11028, 9309, 6641, 9146]","[1718, 555]"
19038,Denpachi,['電蜂'],japanese,['ichiei ishibumi'],"['action', 'fantasy', 'horror', 'supernatural']","['beautiful female lead', 'gamers', 'humanoid protagonist', 'male protagonist', 'unique weapons']",2006,False,fujimi shobo,,True,,False,v1c5,117.4,2000,2000,5879,232,5784,5382,3.0,10,"[1443, 3877]",,
20425,I Become a Dragon in Other World,"['Isekai de Ryuu ni Narimashite', '異世界で竜になりまして']",japanese,"['inumuramasa', 'nekomasamune', '狗村正', '猫正宗']","['comedy', 'fantasy', 'romance']","['dragons', 'fantasy world', 'female protagonist', 'knights', 'non-humanoid protagonist']",2019,,syosetu,,False,39 chapters,False,,161.3,2000,2000,5101,383,5512,4653,3.9,14,,,
17148,The Supreme Dragon Emperor,['至尊龙帝'],chinese,"['strapped dragon', '缚龙']","['action', 'adventure', 'fantasy', 'martial arts', 'xuanhuan']","['adultery', 'alchemy', 'calm protagonist', 'clever protagonist', 'cunning protagonist', 'gate to another world', 'hard-working protagonist', 'heavenly tribulation', 'immortals', 'male protagonist', 'multiple realms', 'past plays a big role', 'protagonist strong from the start', 'revenge', 'romantic subplot', 'skill creation', 'strong to stronger', 'transported to another world']",,True,tadu,,True,1400 chapters,False,c241,33.2,2000,2000,3242,654,5849,3778,3.1,45,,"[3952, 2689]",
7286,Finest Servant,"['Cực Phẩm Gia Đinh', 'Legend of Ace', 'Top-Grade Retainer', '极品家丁']",chinese,"['yu yan', '禹岩']","['adult', 'adventure', 'comedy', 'drama', 'harem', 'romance']","['adapted to drama', 'adapted to manhua', 'ancient china', 'cunning protagonist', 'economics', 'first-time intercourse', 'male protagonist', 'military', 'polygamy', 'pregnancy', 'reverse r*pe', 's*xual cultivation technique', 'shameless protagonist', 'strategist', 'technological gap', 'threesome', 'wars', 'weak to strong']",2007,,qidian,,True,691 chapters,False,c20,90.3,4469,3289,2722,1094,3448,2924,3.7,101,,"[6577, 655, 3729, 13571]",[5306]
15602,"My Best Friend Became A Transsexual Girl, And Says He Wants to Marry Me, But I’ll Flat Out Refuse.","['TS Girl', '親友がＴＳ娘になって、俺と結婚したいと言うが、断固断る']",japanese,"['coil', 'コイル']","['comedy', 'drama', 'gender bender', 'romance', 'school life']","['modern day', 'showbiz']",,False,syosetu,,True,48 chapters,False,c2,420.0,2000,2000,4140,405,2984,4549,2.6,31,,"[11575, 17866]",
20480,Peerless Martial Arts,['절세무공'],korean,['unknown'],"['action', 'adventure', 'comedy', 'martial arts']","['dragons', 'male protagonist', 'overpowered protagonist', 'parody', 'protagonist strong from the start', 'strong to stronger']",,False,daum,,True,25 chapters,,c1-25,2000.0,2000,2000,4259,142,4929,5972,3.5,19,,[6368],"[2343, 225]"
20479,Story of a Foolish Virgin and a Doctor,['笨处女和医生的故事'],chinese,[],"['adult', 'ecchi', 'mature', 'smut']","['adultery', 'doctors', 'first-time intercourse', 'male protagonist', 'modern day', 'oneshot']",,False,,,True,,,oneshot,2000.0,3231,2992,4356,778,4868,3461,3.5,36,,,"[8930, 8840, 7702, 6280, 6079]"
17154,Cultivation – Stand above the Heaven,['修真之覆宇翻云'],chinese,"['feiwu jiyang', '飞舞激扬']","['action', 'adventure', 'harem', 'martial arts', 'xuanhuan']","['adultery', 'alchemy', 'calm protagonist', 'clever protagonist', 'comedic undertone', 'cultivation', 'cunning protagonist', 'domestic affairs', 'fast learner', 'genius protagonist', 'hard-working protagonist', 'heavenly tribulation', 'honest protagonist', 'immortals', 'male protagonist', 'marriage', 'military', 'multiple realms', 'nobles', 'past plays a big role', 'polygamy', 'revenge', 'romantic subplot', 'skill creation', 'transmigration', 'weak to strong']",2017,True,tadu,,True,1768 chapters,False,c239,33.3,4469,4560,2570,736,4802,3568,3.0,62,,"[17143, 17150]",
18875,Don’t Read This Novel,['Jangan Baca Novel Ni'],malaysian,['ismi fa ismail'],"['horror', 'mystery', 'psychological', 'tragedy']","['books', 'collection of short stories', 'curses', 'ghosts', 'interconnected storylines', 'multiple protagonists', 'murders', 'possession', 'pragmatic protagonist', 'religions']",2012,,i f i enterprise,,True,9 chapters,,c9 (end),12.9,2000,4548,3670,268,4625,5178,3.4,48,,[11880],[2886]
8820,Miniature Garden Chemister,['箱庭の薬術師'],japanese,"['puni-chan', 'ぷにちゃん']","['adventure', 'fantasy', 'harem', 'romance', 'shoujo', 'slice of life']","['age regression', 'alchemy', 'appearance different from actual age', 'caring protagonist', 'cheats', 'cute protagonist', 'female protagonist', 'gods', 'herbalist', 'level system', 'magic', 'nobles', 'pets', 'reverse harem', 'slaves', 'transported to another world']",2014~,,futabasha,,True,175 chapters,False,c26,82.3,3101,2374,1406,3190,3134,1148,4.1,148,,"[10692, 17787, 11859, 11331, 8122, 4354]","[7451, 3561, 2357, 1868, 1823]"
20504,His Breathtaking and Shimmering Light,['他与微光皆倾城'],chinese,"['purple-red beauty', '绛美人']",['romance'],"['female protagonist', 'modern day', 'tsundere']",2017,True,qidian,webnovel,True,2305 chapters,False,c99,32.5,2000,2000,5583,183,5143,5694,3.6,11,,"[5433, 17344]",[602]
19421,President Daddy Super Awesome,"['Zong Cai Die Di Chao Gei Li', '总裁爹地超给力']",chinese,"[""xí bǎo'er"", '席宝儿']","['adult', 'drama', 'josei', 'mature', 'romance', 'slice of life']","['beautiful female lead', 'childcare', 'couple growth', 'family', 'female protagonist', 'handsome male lead', 'jealousy', 'modern day', 'possessive characters', 'pregnancy', 'r*pe', 'wealthy characters']",,False,ireader,,False,2013,False,c74,34.9,4469,5166,1593,1553,1672,2333,3.8,73,,"[17628, 8414, 8195]","[6154, 3677, 2029, 1931, 306]"
20961,Artifact Reading Inspector,['유물 읽는 감정사'],korean,"['yeong-wan', '영완(映完)']","['fantasy', 'supernatural']","['artifacts', 'artists', 'cheats', 'handsome male lead', 'magic', 'male protagonist', 'modern day', 'past plays a big role', 'wealthy characters']",2018,,munpia,webnovel,True,210 chapters,,c41,2.4,4469,5162,4782,224,5639,5424,3.1,25,,"[20164, 16039]",[2440]
19196,Demon King’s Political Marriage,"['DKPM', '魔尊的政治婚姻']",chinese,"['shao xing shiyi', '绍兴十一']","['sci-fi', 'yaoi']","['enemies become lovers', 'futuristic setting', 'military', 'outer space']",2013,,jjwxc,,True,112 chapters,False,v1c10,57.6,3441,4078,2953,1400,3010,2520,4.4,52,,"[16535, 13411, 12209, 13034, 11330]","[4530, 4455, 2925, 2580, 2330]"
20237,MMORPG: The Elementalist,"['Yóuxì xiǎo gōng zhī yuánsù cāokòng shī', '游戏小工之元素操控师']",chinese,"[""internet's dark knight"", '网络黑侠']","['action', 'adventure', 'fantasy']","['elemental magic', 'gamers', 'male protagonist', 'mmorpg', 'modern day', 'underestimated protagonist']",2009,,qidian,webnovel,True,711 chapters,,c86,0.4,2000,2000,2957,399,5573,4574,3.2,41,,[9734],[6838]
19492,My Dad Is the Galaxy’s Prince Charming,"['Xīng jì nán shén shì wǒ bà', '星际男神是我爸']",chinese,"['mrs. ago', 'yóu qián', '尤前']","['comedy', 'fantasy', 'josei', 'romance', 'sci-fi', 'xuanhuan']","['average-looking protagonist', 'battle academy', 'bloodlines', 'carefree protagonist', 'celebrities', 'cryostasis', 'doting love interests', 'female protagonist', 'futuristic setting', 'game elements', 'gamers', 'handsome male lead', 'hidden abilities', 'humanoid protagonist', 'immortals', 'interdimensional travel', 'kingdom building', 'late romance', 'military', 'outer space', 'psychic powers', 'romantic subplot', 'secret identity', 'secret organizations', 'slow romance', 'special abilities', 'student council', 'time skip', 'vampires', 'wars', 'world travel']",2017,True,qidian,webnovel,True,198 chapters,,c65,1.0,2510,1720,1287,2324,127,1661,4.3,166,,"[3453, 17574, 23480, 4654, 2149, 5433]","[9623, 9403, 9235, 9063, 8362]"
451,Shadow Rogue,"['Sly Online Shadow Thieves', 'Võng du chi quỷ ảnh đạo tặc', '网游之诡影盗贼']",chinese,"['chenyuan an shang', '尘缘暗殇']","['action', 'adventure', 'comedy', 'ecchi', 'fantasy', 'harem', 'martial arts', 'mature', 'sci-fi']","['arrogant characters', 'assassins', 'cold protagonist', 'cunning protagonist', 'game ranking system', 'guilds', 'handsome male lead', 'loli', 'lucky protagonist', 'male protagonist', 'mmorpg', 'modern day', 'older love interests', 'overpowered protagonist', 'perverted protagonist', 'polygamy', 'racism', 'r*pe victim becomes lover', 'romantic subplot', 'r*pe', 'ruthless protagonist', 'threesome', 'virtual reality', 'weak to strong']",2015,False,17k,,True,3062 chapters,False,c141,37.5,2000,3957,1135,4284,2419,775,3.3,259,,"[449, 392, 177, 431, 5708, 3617]","[5830, 934]"
20332,Upkey Girl,['업어 키운 걸그룹'],korean,"['burn7', 'burn8']","['comedy', 'drama', 'harem', 'josei', 'romance', 'shoujo']","['celebrities', 'male protagonist', 'management', 'modern day', 'showbiz', 'singers']",2017,,raon e&m,,True,,False,,81.7,2000,2000,5682,147,3632,5941,3.3,8,,[6023],
20387,15 cm Between You and Me,"['Shōtosutorīzu Boku to Kimi no 15-Senchi', 'ショートストーリーズ 僕とキミの15センチ']",japanese,['ayasato keishi'],"['drama', 'psychological', 'romance', 'slice of life']",['collection of short stories'],2017,,famitsu bunko,,True,1 volumes,False,story 1,486.0,2000,2000,6213,120,4992,6131,3.4,8,,,
5453,Nobunaga’s Imouto is My Wife,"['Nobunaga no imouto ga ore no yome ~ sengokujidai de tanoshiku ryouchi to tsuma wo kaihatsuusuru houhou ~', 'Nobunaga’s Younger Sister is My Wife~ How to Enjoy Developing a Territory with my Wife in the Sengoku Period ~', 'NYS', '信長の妹が俺の嫁 ～戦国時代で楽しく領地と妻を開発する方法～']",japanese,"['newt in the well', '井の中の井守']","['adult', 'comedy', 'ecchi', 'fantasy', 'harem', 'historical', 'mature', 'romance', 'seinen', 'smut']","['beautiful female lead', 'clever protagonist', 'domestic affairs', 'first-time intercourse', 'f*llatio', 'kingdom building', 'male protagonist', 'politics', 'pregnancy', 'r-18', 'strong love interests', 'transported to another world']",2015,,syosetu,,False,128 chapters,False,c15 part1,63.9,2111,2335,1013,6216,1427,417,4.6,294,,"[2076, 6692, 8122, 6287, 4699, 6949]","[7702, 7696, 4360, 4242, 3990]"
20369,Love＊Scramble,"['Renai＊sukuranburu', '恋愛＊スクランブル']",japanese,"['kimura shigenobu', '木村成寿']","['drama', 'gender bender', 'romance', 'school life', 'sci-fi', 'shoujo']","['body swap', 'handsome male lead']",2015,False,comico,,True,104 chapters,False,c1,497.0,2000,2000,6420,95,5219,6296,3.0,4,,,
19556,Peerless Emperor System,['海贼：绝世皇帝'],chinese,['不想打字'],"['action', 'adult', 'adventure', 'comedy', 'fantasy', 'martial arts', 'supernatural']","['arrogant characters', 'fanfiction', 'handsome male lead', 'kingdom building', 'male protagonist', 'overpowered protagonist', 'reincarnated in another world', 'reincarnation', 'romantic subplot', 'transmigration', 'transported to another world', 'wars', 'weak to strong']",,,faloo,,True,660 chapters,False,c35,35.4,2000,5182,3430,477,4691,4274,3.2,42,,[12384],
16677,The Earth is Online,['地球上线'],chinese,"['mo chen huan', '莫晨欢', '莫晨歡']","['action', 'adventure', 'drama', 'horror', 'mature', 'mystery', 'psychological', 'romance', 'sci-fi', 'shounen ai', 'supernatural', 'yaoi']","['ability steal', 'aliens', 'apocalypse', 'calm protagonist', 'clever protagonist', 'game elements', 'handsome male lead', 'hard-working protagonist', 'male protagonist', 'manipulative characters', 'manly gay couple', 'modern day', 'monsters', 'post-apocalyptic', 'power couple', 'quirky characters', 'skill assimilation', 'slow romance', 'smart couple', 'special abilities', 'survival game', 'thriller', 'unlucky protagonist', 'weak to strong']",2017,False,jjwxc,,True,245 chapters,,c241-245 (end),0.7,325,406,427,6611,757,365,4.7,796,,"[24278, 20090, 15593, 11169, 15551, 15267]","[9873, 9834, 9732, 9569, 9523]"
5402,Zero Kara Hajimeru Mahou no Sho,"['Grimoire of Zero', 'Magic Book to Start from Zero', 'Zero Mahou', 'ゼロから始める魔法の書']",japanese,['kobashiri kakeru'],"['adventure', 'comedy', 'fantasy', 'romance', 'seinen']","['adapted to anime', 'adapted to manga', 'beastkin', 'beautiful female lead', 'humanoid protagonist', 'loli', 'male protagonist', 'racism', 'sword and magic', 'wars', 'witches']",2014,False,ascii media works,,True,11 volumes,False,v2c3 part7,63.3,2400,3111,1919,2950,5066,1287,4.3,75,,,"[5969, 877, 211]"
15131,Pursuing Immortality,['顾道长生'],chinese,"['sleeping will make you fair', '睡觉会变白']","['action', 'adventure', 'mature', 'mystery', 'romance', 'slice of life', 'supernatural']","['alchemy', 'beast companions', 'beautiful female lead', 'buddhism', 'calm protagonist', 'cultivation', 'dao companion', 'handsome male lead', 'hard-working protagonist', 'hiding true abilities', 'immortals', 'magic', 'male protagonist', 'modern day', 'multiple pov', 'poor to rich', 'power couple', 'wealthy characters', 'zombies']",2016,True,qidian,webnovel,True,841 chapters,False,c410,33.4,4469,4293,951,1775,2498,2121,4.2,127,,"[15851, 15695, 6007, 8728, 5433, 17344]","[7707, 6965, 3932, 1474, 1208]"
20361,The Actor Extraordinaire,['影帝'],chinese,"['man man he qi duo', '漫漫何其多']","['comedy', 'romance', 'yaoi']","['acting', 'celebrities', 'modern day', 'showbiz']",2018,,jjwxc,,True,83 chapters,False,c1,488.0,2000,4576,5166,400,5642,4574,4.2,16,,,"[9761, 3196, 805]"
20065,From Mightiest Hero to Demon King (LN),"['Saikyou Yuusha wa Oharaibako kara no Maou ni Nattara Zutto Ore no Musou Turn', '最強勇者はお払い箱→魔王になったらずっと俺の無双ターン', '最強勇者はお払い箱からの魔王になったらずっと俺の無双ターン']",japanese,"['sumimori sai', 'すみもりさい', '澄守彩']","['action', 'adventure', 'drama', 'fantasy', 'seinen', 'tragedy']","['adapted to manga', 'adventurers', 'beastkin', 'betrayal', 'demi-humans', 'demon lord', 'elves', 'fantasy world', 'heroes', 'loli', 'male protagonist', 'monsters', 'r-15', 'special abilities', 'sword and magic', 'ugly protagonist', 'weak to strong', 'werebeasts']",2017,False,kodansha,,False,112 chapters,False,v1c2 part1,72.9,2000,2000,3774,1109,4687,2895,3.7,40,[21942],,
20153,The Beautiful Time With You,['时光和你都很美'],chinese,"['ye fei ye', '叶非夜']","['comedy', 'josei', 'romance', 'slice of life']","['arranged marriage', 'beautiful female lead', 'clever protagonist', 'college/university', 'gamers', 'handsome male lead', 'jealousy', 'love interest falls in love first', 'mmorpg', 'modern day', 'online romance']",2018,True,qidian,webnovel,True,1137 chapters,False,c80,111.9,2000,4097,2791,708,3237,3642,3.9,44,,"[2366, 1303, 3323, 8066, 4818, 13368]","[8097, 6173, 3445, 1863, 907]"
20042,The Strongest Marshal,['사상 최강의 보안관'],korean,[],['action'],"['male protagonist', 'military']",2016,,munpia,,True,312 chapters,False,c4,102.4,2000,2000,5595,159,4801,5865,2.9,14,,,
20334,This Game Will Kill,['这个游戏会死人'],chinese,['大木老湿'],['horror'],[],2018,,qidian,,False,212 chapters,False,c1,489.0,2000,2000,5903,94,5066,6303,2.0,6,,,
9297,Hollywood Secret Garden,['好莱坞的秘密花园'],chinese,[],"['comedy', 'fantasy', 'gender bender', 'romance', 'yuri']","['acting', 'beautiful female lead', 'celebrities', 'child protagonist', 'cute story', 'male to female', 'modern day', 'reincarnation', 'showbiz', 'wealthy characters']",2009,,qidian,,True,800 chapters,False,v1c9,136.8,2787,3514,2747,1013,3417,3046,4.4,118,,"[693, 9280, 8033, 13015, 19250, 15770]",[77]
11331,The Last Surviving Alchemist Wants to Live Quietly in the City,"['Ikinokori Renkinjutsushi wa Machi de Shizuka ni Kurashitai', 'The Alchemist Who Survived Now Dreams of a Quiet City Life', 'The Survived Alchemist With a Dream of Quiet Town Life.', '生き残り錬金術師は街で静かに暮らしたい']",japanese,"['nonohara usata', 'のの原兎太']","['adventure', 'comedy', 'fantasy', 'romance', 'seinen', 'slice of life']","['adapted to manga', 'alchemy', 'character growth', 'clever protagonist', 'contracts', 'death', 'depictions of cruelty', 'devoted love interests', 'eye powers', 'fantasy world', 'female protagonist', 'hard-working protagonist', 'herbalist', 'hiding true abilities', 'magic', 'past plays a big role', 'r-15', 'slaves', 'slow romance', 'time skip']",2017,True,enterbrain,yen press,True,182 chapters,False,c29,46.8,1196,1731,1254,4462,2057,730,4.0,111,,"[8820, 10692, 11859, 8044, 4441, 4965]","[8878, 7778, 7713, 6139, 6137]"
4468,Versatile Mage,"['ADM', 'All-Duties Mage', 'Full-Time Magister', 'Quanzhi Fashi', 'Toàn Chức Pháp Sư', '全职法师']",chinese,"['chaos', '乱']","['harem', 'school life', 'tragedy', 'xuanhuan']","['academy', 'adapted to anime', 'adapted to manhua', 'alternate world', 'beautiful female lead', 'cultivation', 'elemental magic', 'handsome male lead', 'hard-working protagonist', 'hated protagonist', 'hiding true abilities', 'magic', 'male protagonist', 'military', 'modern day', 'monsters', 'perverted protagonist', 'playboys', 'polygamy', 'poor protagonist', 'romantic subplot', 'shameless protagonist', 'slow romance', 'strength-based social hierarchy', 'summoning magic', 'transported to another world', 'underestimated protagonist']",2015,False,qidian,webnovel,True,3210 chapters,False,c259,35.5,1251,1295,409,5999,2595,446,3.4,363,,"[9421, 7322, 4052, 8456, 1069, 13876]","[9949, 8209, 7430, 7396, 4452]"
11145,Tehe(*´∀`)♪ I Was Picked Up By a Wolf,"['Tehe(*´∀`)♪ Ookami ni Hirowaremashita', 'テヘッ(*´∀`)♪狼に拾われました']",japanese,['kurumi'],"['fantasy', 'slice of life']","['age progression', 'fantasy world', 'female protagonist', 'magic', 'r-15', 'reincarnation']",2017,False,alpha polis,,False,48 chapters,False,v2c8,58.6,2000,5164,2091,1516,2839,2369,3.8,68,,"[3213, 9276, 12929, 12295, 9914, 13547]",
13182,Wangye’s Maid is the Sect Leader,['王爺的丫鬟教主'],chinese,"['yiyu huakai', '一語花開']","['comedy', 'historical', 'martial arts', 'romance']","['ancient china', 'beautiful female lead', 'childcare', 'female protagonist', 'handsome male lead', 'pregnancy', 'royalty']",,,xiang5,,True,156 chapters,False,c36,58.9,4469,4290,1838,1677,3572,2216,3.8,89,,"[4316, 2288, 11924, 9930, 13370, 14404]",[1313]
20216,Fox Demon Usurping The Throne Daily,['狐妖篡位日常'],chinese,"['lu tianyi', '吕天逸']","['comedy', 'historical', 'romance', 'shounen ai', 'xuanhuan']","['human-nonhuman relationship', 'non-humanoid protagonist', 'royalty', 'short story', 'transformation ability']",,,jjwxc,,True,,,part2,1.0,3777,3841,2837,1238,2553,2706,4.2,100,,"[19962, 13536, 21250, 14648]","[9644, 8886, 8508, 8419, 8390]"
20019,Age of Collapse,"['崩坏纪元', '崩坏：起源']",chinese,['墨香双鱼'],"['action', 'adventure', 'mystery', 'psychological', 'sci-fi', 'seinen', 'xuanhuan']","['apocalypse', 'bloodlines', 'calm protagonist', 'cautious protagonist', 'cruel characters', 'dark', 'game elements', 'monsters', 'mutated creatures', 'survival', 'weak to strong']",,,qidian,,False,816 chapters,False,c19,34.0,4469,5185,4440,339,3099,4841,3.7,22,,,
